,Name,Track_ID,Album,Artist,Artist_ID,Artist_Genre,Duration_ms,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Playlist,Mood,MoodR,ExplicitR
769,(No One Knows Me) Like the Piano,2UBwvSk8tTMqydEdWsfBb8,Process (Bonus Edition),Sampha,2WoVwexZuODvclzULjPQtm,['indie soul'],218160,57,False,0.62,0.199,10,-13.788,1,0.0344,0.976,0.00178,0.107,0.179,129.01,Love_Letter,Romance,4,0
770,I Ain't Ever Loved No One - Acoustic,2z3HKlpENvfz1Am2MNF2pL,The Other Way,Donovan Woods,4SOtk3HtPYKqxnVuxNBMti,"['canadian singer-songwriter', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",199594,57,False,0.322,0.213,10,-14.915,0,0.0318,0.611,0.0,0.113,0.16,160.389,Love_Letter,Romance,4,0
771,Kingdom Leader,5GeIdhQ2HZ86I9HsQwvRAP,Kingdom Leader – Single,Boo Seeka,1SFz3S9eSUTc49ysstadiO,"['aussietronica', 'australian indie', 'australian pop']",214831,57,False,0.584,0.842,9,-4.35,0,0.0401,0.497,0.000277,0.0804,0.735,162.031,Love_Letter,Romance,4,0
772,She Moves In Her Own Way,2SGBEDwsOAOAHrrdAd304i,Inside In / Inside Out,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,"['brighton indie', 'modern rock', 'rock']",169306,56,False,0.431,0.81,7,-5.379,1,0.066,0.276,0.0,0.0906,0.795,76.412,Love_Letter,Romance,4,0
773,Tobacco Sunburst,4pJEkzhZY84h8kmPkUhfwC,Chip Chrome & The Mono-Tones,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",296813,56,False,0.413,0.474,5,-11.472,1,0.0328,0.0419,0.508,0.384,0.446,111.01,Love_Letter,Romance,4,0
774,Under The Influence,5IgjP7X4th6nMNDh4akUHb,Indigo (Extended),Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'r&b']",184613,96,True,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,Silk_Sheets,Romance,4,1
775,ALL MINE,3XgGQ1wjo5khvq2UImjyNF,WASTELAND,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",216062,81,True,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,Silk_Sheets,Romance,4,1
776,Hrs & Hrs,3M5azWqeZbfoVkGXygatlb,Public Displays Of Affection,Muni Long,7tjVFCxJdwT4NdrTmjyjQ6,"['indie r&b', 'pop r&b', 'r&b', 'urban contemporary']",204316,77,True,0.523,0.521,6,-4.746,1,0.159,0.607,0.0,0.107,0.661,133.953,Silk_Sheets,Romance,4,1
777,Sativa,2pg2TiYo9Rb8KeB5JjP7jS,Trip,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,"['pop', 'r&b', 'urban contemporary']",276960,76,True,0.741,0.61,6,-7.34,0,0.0511,0.316,0.0,0.534,0.72,125.99,Silk_Sheets,Romance,4,1
778,Earned It (Fifty Shades Of Grey),4frLb7nWtsz2ymBE6k2GRP,Beauty Behind The Madness,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",277680,76,True,0.659,0.291,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.406,119.829,Silk_Sheets,Romance,4,1
779,2AM,3vZGtceCbJVh5aDT4XhE0p,Ctrl (Deluxe),SZA,7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'r&b', 'rap']",242823,72,True,0.504,0.267,9,-13.678,0,0.406,0.438,0.0,0.141,0.392,83.966,Silk_Sheets,Romance,4,1
780,Loveeeeeee Song,3DZQ6mzUkAdHqZWzqxBKIK,Unapologetic (Deluxe),Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",256320,72,True,0.71,0.598,5,-7.598,0,0.0319,0.508,0.0,0.0971,0.501,119.981,Silk_Sheets,Romance,4,1
781,Rehab (Winter In Paris),0zWbYGQq5O1KQd0iqzgjP6,Fuck The World,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",180303,73,True,0.549,0.242,5,-11.692,1,0.038,0.809,8.1e-05,0.127,0.286,144.211,Silk_Sheets,Romance,4,1
782,Kickin’ Back,5xjTqz4aYQeBnFhwMPmfx9,213,Mila J,6cN9XwPMj9bWzJ32GC6V7v,"['hip pop', 'pop r&b', 'r&b', 'trap queen', 'urban contemporary']",202434,71,True,0.703,0.669,11,-7.002,0,0.0648,0.31,0.0,0.115,0.546,115.139,Silk_Sheets,Romance,4,1
783,Fire & Desire,4BhGTc3Cgay2U1QcTS7vQe,Views,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",238120,71,True,0.722,0.252,1,-14.411,0,0.0761,0.0671,0.0,0.0852,0.275,79.923,Silk_Sheets,Romance,4,1
784,PERSIAN RUGS,02UJ1sCanP94fS2MdsWafh,PARTYPACK,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['pop', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",174306,71,True,0.768,0.428,1,-8.156,0,0.0459,0.0489,0.000491,0.105,0.147,110.478,Silk_Sheets,Romance,4,1
785,All To Me,5JycxhApZmzbA4xSwvqh6k,When It's All Said And Done... Take Time,Giveon,4fxd5Ee7UefO4CUXgwJ7IP,"['pop', 'r&b']",127807,70,False,0.523,0.543,5,-8.39,0,0.156,0.65,0.0,0.257,0.318,116.161,Silk_Sheets,Romance,4,0
786,B.E.D.,1B6TmCvKjC4dopBohVW51x,4275 (Bonus Version),Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,"['atl hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'urban contemporary']",236146,70,True,0.739,0.536,1,-6.501,1,0.0587,0.00368,0.0,0.0968,0.193,122.022,Silk_Sheets,Romance,4,1
787,Who Hurt You?,23c9gmiiv7RCu7twft0Mym,Who Hurt You?,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,"['canadian contemporary r&b', 'pop', 'r&b']",231964,70,True,0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,104.542,Silk_Sheets,Romance,4,1
788,One Night Only,74fQgHleHZ4V7Gm1XYcGkj,One Night Only,Sonder,2ICR2m4hOBPhaYiZB3rnLW,['r&b'],195909,69,False,0.874,0.402,4,-5.786,1,0.0691,0.263,0.00094,0.147,0.764,119.99,Silk_Sheets,Romance,4,0
789,Let Me Explain,1trZGMI2CGyVT44STkpCoN,Let Me Explain,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",223969,66,True,0.809,0.504,2,-3.201,1,0.15,0.00156,0.0,0.0856,0.525,120.065,Silk_Sheets,Romance,4,1
790,Wus Good / Curious,2ekdnv2xVIyAdG3ySoDDeY,PARTYNEXTDOOR,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['pop', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",212880,67,True,0.344,0.537,8,-8.215,0,0.079,0.0727,0.000127,0.225,0.453,82.878,Silk_Sheets,Romance,4,1
791,Hold On,5tqZJUHEuqdN12RZVq2l9p,Hive Mind,The Internet,7GN9PivdemQRKjDt4z5Zv8,"['alternative r&b', 'indie soul', 'lgbtq+ hip hop', 'neo soul', 'r&b', 'rap']",406466,65,False,0.7,0.414,0,-10.864,1,0.0373,0.849,0.0606,0.107,0.444,60.479,Silk_Sheets,Romance,4,0
792,CPR,5Tp4UJvnsF4Zd05k0zXUte,Last Day Of Summer,Summer Walker,57LYzLEk2LcFghVwuWbcuS,"['pop', 'r&b', 'rap']",203240,65,False,0.693,0.369,7,-12.683,0,0.175,0.637,0.00335,0.0951,0.141,140.148,Silk_Sheets,Romance,4,0
793,Garden Kisses,62d6YXEYxmMWAuLpw1EysL,Garden Kisses,Giveon,4fxd5Ee7UefO4CUXgwJ7IP,"['pop', 'r&b']",195405,67,False,0.478,0.373,5,-9.505,1,0.0317,0.915,6.36e-06,0.128,0.354,120.129,Silk_Sheets,Romance,4,0
794,Focus,3tZs3nVjySLbL320lP4mvs,H.E.R.,H.E.R.,3Y7RZ31TRPVadSFVy1o8os,"['pop', 'r&b', 'rap', 'urban contemporary']",200133,65,False,0.414,0.314,1,-12.943,0,0.0548,0.25,1.47e-05,0.117,0.09,84.993,Silk_Sheets,Romance,4,0
795,Good & Plenty - Remix,6T3Ebo7EOh8cUOyE4OhFpp,Good & Plenty (Remix),Lucky Daye,5Vuvs6Py2JRU7WiFDVsI7J,"['pop', 'r&b']",204705,65,False,0.629,0.579,9,-6.543,0,0.107,0.811,0.00366,0.0813,0.363,135.86,Silk_Sheets,Romance,4,0
796,Freak Like Me - Spotify Singles,7lxF9OOlLhxslC3BEDIMfB,Spotify Singles,Chlöe,1FtBEIWAwvw5ymBen5GICR,"['pop', 'post-teen pop', 'r&b', 'rap']",188989,65,False,0.329,0.539,4,-11.152,0,0.231,0.232,0.0,0.643,0.501,95.037,Silk_Sheets,Romance,4,0
797,On The Way (feat. Mila J),423NhOTzoqgeaIJbrUzSoo,Chilombo (Deluxe),Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,"['pop', 'r&b', 'urban contemporary']",222600,64,True,0.575,0.443,7,-11.626,0,0.28,0.756,0.0,0.109,0.658,113.862,Silk_Sheets,Romance,4,1
798,Splash (feat. Jhené Aiko & Ty Dolla $ign),5Ip2VxpYt1dCD7MKmjrw52,LEGEND,John Legend,5y2Xq6xcjJb2jVM54GHK3t,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",234498,63,True,0.635,0.483,8,-6.271,0,0.0557,0.31,0.0,0.207,0.265,132.131,Silk_Sheets,Romance,4,1
799,Dream,1mAQAh6yg1dTmnlE84ZvEo,Breezy,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'r&b']",190440,63,True,0.537,0.432,1,-8.985,1,0.0606,0.142,1.66e-06,0.169,0.196,92.585,Silk_Sheets,Romance,4,1
800,Super Freaky Girl,4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",170977,93,True,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,BBE,Confidence,5,1
801,Her,5hHvFrMnwic82WwRLr4WY0,Traumazine,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",137107,78,True,0.945,0.848,1,-4.76,1,0.326,0.374,3.31e-05,0.101,0.819,119.918,BBE,Confidence,5,1
802,Unholy (feat. Kim Petras),3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),Sam Smith,2wY79sveU1sp5g7SokKOiI,"['dance pop', 'pop', 'uk pop']",156943,97,False,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,BBE,Confidence,5,0
803,BIG MAD,0bspC5fLlWgwCM6Rx1YUIh,BIG MAD,Ktlyn,6FaLegXtqjGZBH5VFrOlwG,[],143111,69,True,0.958,0.523,8,-6.1,1,0.0591,0.0293,0.0,0.106,0.309,102.039,BBE,Confidence,5,1
804,Tomorrow 2 (with Cardi B),7KXVIAuw3m2hxZanrpSXS3,Tomorrow 2 (with Cardi B),GloRilla,2qoQgPAilErOKCwE2Y8wOG,[],209811,77,True,0.791,0.818,0,-3.93,1,0.406,0.0695,0.0,0.114,0.693,159.922,BBE,Confidence,5,1
805,Toxic,6I9VzXrHxO9rA9A5euc8Ak,In The Zone,Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",198800,82,False,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,BBE,Confidence,5,0
806,Get Into It (Yuh),0W6I02J9xcqK8MtSeosEXb,Planet Her,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,"['dance pop', 'pop']",138293,81,True,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,BBE,Confidence,5,1
807,Perfect,44AlUStg32yZ3xwhhrUGxq,Mani/Pedi,Baby Tate,3IJ21966TwNZI24MwZHMu4,"['alternative r&b', 'escape room', 'pop', 'rap', 'trap queen', 'viral rap']",172793,57,True,0.933,0.689,10,-5.3,0,0.227,0.101,0.00215,0.0627,0.812,146.008,BBE,Confidence,5,1
808,Booty (feat. Latto),3Ca24oa8tofPtGYuULHXHI,Booty (feat. Latto),Saucy Santana,2NfwGBr2swqZ1rzE3kAV23,"['rap', 'trap queen', 'viral rap']",146666,68,True,0.876,0.563,9,-6.035,0,0.171,0.16,0.0,0.365,0.711,108.045,BBE,Confidence,5,1
809,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS,RENAISSANCE,Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['dance pop', 'pop', 'r&b']",225388,90,True,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,BBE,Confidence,5,1
810,W.I.T.C.H.,5XemvyG79fcKPl5lgbhplq,W.I.T.C.H.,Devon Cole,1VFt2HpmFG8Ufq6SDCoZe4,[],132133,76,False,0.868,0.66,7,-3.834,1,0.0526,0.104,0.0,0.0755,0.963,121.925,BBE,Confidence,5,0
811,STRUT,749rod7GCmj0OVdumGfzVq,STRUT,EMELINE,4S38gbKfKkEbty2YAIDIlV,['alt z'],117727,70,True,0.842,0.715,11,-5.906,0,0.0696,0.0419,2.58e-05,0.112,0.326,107.952,BBE,Confidence,5,1
812,Collide (feat. Tyga),22I3h5AOENlH4CqXJsEbFR,Collide (feat. Tyga),Justine Skye,0jUQSUOcM7lxVn5eVGTkzQ,"['alternative r&b', 'chill r&b', 'pop r&b', 'r&b']",260169,75,True,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,BBE,Confidence,5,1
813,Captain Hook,1E3VQQWFQAPJkXfYHjqWoI,Suga,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",176749,68,True,0.863,0.633,10,-5.002,0,0.287,0.0118,0.0,0.285,0.545,163.991,BBE,Confidence,5,1
814,F.N.F (Let's Go) - Remix,59DRBDlssFvtWDHsYwCa6q,F.N.F. (Let's Go) [Remix],Hitkidd,5pR1zWq3UPsOpW1pTWayLf,"['memphis hip hop', 'viral rap']",247762,72,True,0.869,0.759,1,-4.886,1,0.262,0.00733,0.0,0.366,0.499,156.973,BBE,Confidence,5,1
815,Snatched (with Flo Milli & Saucy Santana) - Remix,214gn7n7rA6KbRIYpznXJT,Snatched (Remix),Big Boss Vette,6fKiutMtRIcxi4zEau0BuI,"['trap queen', 'viral rap']",159820,64,True,0.836,0.703,1,-5.353,1,0.335,0.0425,1.38e-05,0.0773,0.569,170.118,BBE,Confidence,5,1
816,Breakfast,6GUiIbJ834FcHewby3PwV0,Breakfast,Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,"['pop', 'post-teen pop']",148470,80,False,0.64,0.553,2,-6.42,0,0.0411,0.0579,0.0,0.0914,0.486,81.992,BBE,Confidence,5,0
817,Partition,5hgnY0mVcVetszbb85qeDg,BEYONCÉ [Platinum Edition],Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['dance pop', 'pop', 'r&b']",319466,71,True,0.418,0.441,11,-11.522,0,0.283,0.029,0.0707,0.306,0.172,175.928,BBE,Confidence,5,1
818,Vegas (From the Original Motion Picture Soundtrack ELVIS),0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,"['dance pop', 'pop']",182906,90,True,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,BBE,Confidence,5,1
819,Material Girl,6nQ1B216Liiydhgn2gar0o,Imma Celebrity,Saucy Santana,2NfwGBr2swqZ1rzE3kAV23,"['rap', 'trap queen', 'viral rap']",188965,68,True,0.876,0.7,2,-7.137,1,0.282,0.0421,0.0,0.542,0.433,101.995,BBE,Confidence,5,1
820,Up,1XXimziG1uhM0eDNCZCrUl,Up,Cardi B,4kYSro6naA4h99UJvo89HB,"['dance pop', 'pop', 'rap']",156944,74,True,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,BBE,Confidence,5,1
821,Woo,3HQcsqRjRdruUjkbDSgmVF,ANTI (Deluxe),Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",235586,80,True,0.42,0.466,9,-5.298,1,0.0326,0.0546,0.00389,0.298,0.185,115.004,BBE,Confidence,5,1
822,B.O.T.A. (Baddest Of Them All) - Edit,39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All),Eliza Rose,4XC335ouK6pXyq4QiIb8bP,[],226626,89,False,0.736,0.906,0,-7.589,1,0.048,0.164,0.585,0.106,0.698,137.001,BBE,Confidence,5,0
823,Munch (Feelin’ U),1jOgJN75btuUONIdf57vHz,Munch (Feelin’ U),Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,[],104819,78,True,0.811,0.528,11,-7.278,0,0.275,0.291,0.0,0.0787,0.635,166.084,BBE,Confidence,5,1
824,Hot In It,3Z7CaxQkqbIs1rewKi6v4W,Hot In It,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",129817,84,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,BBE,Confidence,5,0
825,Seven,0YrwiodQd07LE9vpI0w3Iw,Seven,Natalie Jane,5bfglVyGJppmmNoC2rhBUG,['alt z'],124373,78,False,0.822,0.255,8,-9.83,1,0.349,0.119,0.0,0.128,0.377,136.024,BBE,Confidence,5,0
826,QUEEN,78uMiBBXyYIzqQgUHI3VT3,QUEEN,Mahogany Lox,1wG6KrT3zgutFeiCddBivH,['teen pop'],142894,48,True,0.775,0.621,2,-5.507,1,0.0847,0.00333,0.00106,0.152,0.812,167.011,BBE,Confidence,5,1
827,COZY,0mKGwFMHzTprtS2vpR3b6s,RENAISSANCE,Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['dance pop', 'pop', 'r&b']",210372,79,True,0.556,0.63,7,-8.15,1,0.102,0.000828,0.00468,0.155,0.367,149.147,BBE,Confidence,5,1
828,Xtasy (Remix) [feat. Doechii],610faOY46uYOBi3KXazpSj,Xtasy (Remix) [feat. Doechii],Ravyn Lenae,5RTLRtXjbXI2lSXc6jxlAz,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul', 'neo soul', 'r&b']",270497,60,True,0.663,0.794,5,-7.793,1,0.0886,0.231,0.000693,0.0861,0.74,107.084,BBE,Confidence,5,1
829,Grrrls,7Mto5DGHzHXzF1hpsMRtYK,Grrrls,Lizzo,56oDRnqbIiwx4mymNEv7dS,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",121112,63,True,0.889,0.449,0,-7.63,1,0.293,0.0313,0.0,0.0581,0.911,137.941,BBE,Confidence,5,1
831,Best Friend (feat. Doja Cat),2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),Saweetie,6cK3NBO6uP7hh0oyuVELFl,"['cali rap', 'dance pop', 'pop', 'rap', 'trap queen']",155883,75,True,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,BBE,Confidence,5,1
832,Budget (feat. Latto),3BFxkzhkESwALQxjxOVFgJ,Traumazine,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",201979,73,True,0.922,0.858,1,-4.185,1,0.251,0.00451,0.0,0.124,0.915,145.033,BBE,Confidence,5,1
833,pl4yg1rl,3xA9Cta8gafKNV1xNpMK2r,pl4yg1rl,Lolo Zouaï,2qDIR2WlcW3llkGqJWg9VJ,['pop'],159493,57,False,0.72,0.561,6,-7.159,0,0.227,0.0552,0.00139,0.514,0.439,98.977,BBE,Confidence,5,0
834,Gimme More,6ic8OlLUNEATToEFU3xmaH,Blackout,Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",251240,80,False,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,BBE,Confidence,5,0
835,BILLS PAID (feat. Latto & City Girls),0JiLQRLOeWQdPC9rVpOqqo,GOD DID,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",208932,69,True,0.74,0.687,1,-7.193,1,0.218,0.00828,0.0,0.352,0.63,105.034,BBE,Confidence,5,1
836,Plan B,2PljnVsnl2PRwCvfhbdQup,Plan B,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",163764,72,True,0.787,0.522,8,-5.872,1,0.463,0.0668,0.0,0.108,0.666,170.439,BBE,Confidence,5,1
837,Hot Girl (Bodies Bodies Bodies),0FZUbqZ1x2G71vl027d8Ud,Hot Girl (Bodies Bodies Bodies),Charli XCX,25uiPmTg16RbhZWAqwLBy5,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']",157078,66,True,0.852,0.592,1,-6.464,1,0.105,0.0058,0.0,0.375,0.237,102.014,BBE,Confidence,5,1
838,Swamp Bitches (with Rico Nasty),2aOG6jVZnTqZwEhjGTcFMM,she / her / black bitch,Doechii,4E2rKHVDssGJm2SCDOMMJB,"['alternative r&b', 'escape room', 'pop', 'r&b', 'rap', 'viral rap']",180076,61,True,0.823,0.62,0,-6.219,1,0.0671,0.000132,0.000354,0.0866,0.194,140.082,BBE,Confidence,5,1
839,Tia Tamera (feat. Rico Nasty),1uNePI826aqh9uC9pgbeHU,Amala (Deluxe Version),Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,"['dance pop', 'pop']",211013,76,True,0.822,0.654,0,-4.623,1,0.132,0.019,0.0,0.233,0.421,119.884,BBE,Confidence,5,1
840,Thot Shit,5zNW5ARjYhJQJz1AChP33n,Thot Shit,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",184634,72,True,0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.891,130.02,BBE,Confidence,5,1
841,OMG BRITT,1lHO9Z4KzFzm9VPxKvT0KE,OMG BRITT,Sudan Archives,2MPHBxznH1fj59jbOWY38u,"['afrofuturism', 'alternative r&b', 'art pop', 'escape room', 'experimental r&b', 'indie soul', 'la pop']",172266,49,False,0.79,0.65,1,-8.227,1,0.0777,0.0233,1.06e-05,0.163,0.173,119.978,BBE,Confidence,5,0
842,Big Energy,6Zu3aw7FfjAF9WA0fA81Oq,Big Energy,Latto,3MdXrJWsbVzdn6fe5JYkSQ,"['pop', 'rap', 'trap queen']",173182,78,True,0.935,0.807,11,-3.838,0,0.114,0.0514,0.0,0.349,0.813,106.017,BBE,Confidence,5,1
843,Conceited,02nTpchENdZ4Nm8AfTmrFv,Conceited,Flo Milli,08PvCOlef4xdOr20jFSTPd,"['dance pop', 'pop', 'rap', 'viral rap']",146440,71,True,0.978,0.683,8,-5.743,1,0.0981,0.0634,5.88e-05,0.523,0.419,118.041,BBE,Confidence,5,1
844,ME FIRST - A COLORS SHOW,27r0boXgMC64byb513mJNu,ME FIRST - A COLORS SHOW,Kari Faux,4c2ighP1wj8E5dVGJDCOiB,"['alternative r&b', 'arkansas hip hop', 'escape room', 'indie r&b', 'indie soul', 'multidisciplinary', 'trap queen']",153573,51,True,0.774,0.664,1,-6.688,1,0.0873,0.204,0.00866,0.0688,0.766,85.024,BBE,Confidence,5,1
845,Feeling Myself,6ORDoQ6jxdfqNyqvUKDHF0,The Pinkprint,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",237840,53,True,0.564,0.703,2,-5.459,1,0.269,0.437,0.00927,0.358,0.477,139.045,BBE,Confidence,5,1
846,Barbie Tingz,2qsQ8eVDPmobZpvDxQCVQu,Barbie Tingz,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",191699,67,True,0.917,0.679,6,-6.083,1,0.266,0.0867,0.0,0.588,0.453,102.449,BBE,Confidence,5,1
847,PUSSY,7ycQto0UwGtuugO5ztmpdO,PUSSY,Latto,3MdXrJWsbVzdn6fe5JYkSQ,"['pop', 'rap', 'trap queen']",141176,57,True,0.587,0.848,6,-4.385,0,0.346,0.0364,0.0,0.246,0.673,169.65,BBE,Confidence,5,1
848,Hot Shit (feat. Ye & Lil Durk),3uJFmluXzYedoJcvhpC1AW,Hot Shit (feat. Ye & Lil Durk),Cardi B,4kYSro6naA4h99UJvo89HB,"['dance pop', 'pop', 'rap']",211649,79,True,0.878,0.685,9,-5.28,1,0.225,0.00152,0.0,0.0753,0.523,157.003,BBE,Confidence,5,1
849,cinderella's dead,5MWXOo8DJwgODtPGaietNz,cinderella's dead,EMELINE,4S38gbKfKkEbty2YAIDIlV,['alt z'],120666,79,True,0.596,0.607,6,-6.179,0,0.168,0.33,0.0,0.103,0.531,119.882,BBE,Confidence,5,1
850,BIZCOCHITO,4kXxEhuatrvwrTQycA7s9B,MOTOMAMI,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,['r&b en espanol'],109120,84,True,0.93,0.774,1,-4.203,1,0.0744,0.605,0.0238,0.12,0.781,116.972,BBE,Confidence,5,1
851,Blow Me,0nFR1Wu0GKCVpBdQG4RMwm,Las Ruinas,Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU,"['alternative r&b', 'dance pop', 'dmv rap', 'escape room', 'pop', 'rap', 'trap queen']",201061,53,True,0.897,0.511,5,-6.978,1,0.312,0.00698,0.0,0.129,0.304,120.006,BBE,Confidence,5,1
852,Act Up,6tB67UANVjDaGPrVu3RcR7,Rap Songs To Shout In The Car,Various Artists,0LyfQWJT6nXafLPZqxe9Of,[],158332,47,True,0.938,0.639,8,-4.696,1,0.188,0.0171,0.0,0.111,0.317,97.07,BBE,Confidence,5,1
853,Do It To It,6MBEjJlXQYXr8dfxDvZuoA,Unappreciated,Cherish,1c70yCa8sRgIiQxl3HOEFo,"['atl hip hop', 'dance pop', 'girl group', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",226293,67,False,0.826,0.67,2,-5.559,1,0.169,0.00798,0.0,0.495,0.794,74.007,BBE,Confidence,5,0
854,Sweat,0TzXhuxOpmvIa68QykPqIV,Sweat,Claudia Valentina,1LZNFyDqn3t4DnOFpfK84I,['uk pop'],183997,50,True,0.82,0.722,1,-5.103,1,0.0566,0.0371,0.000164,0.128,0.469,100.01,BBE,Confidence,5,1
